UID,FirstName,LastName,GamerTag,City,Age,GamerScore,State
2731,Emeka,Okafor,emeoka,New Orleans,35,29,Louisiana
2732,Ben,Gordon,bengor,Charlotte,39,31,North Carolina
2733,Shaun,Livingston,shaliv,Charlotte,26,50,North Carolina
2734,Devin,Harris,devhar,Dallas,19,75,Texas
2735,Josh,Childress,joschi,Phoenix,29,40,Arizona
2736,Luol,Deng,luoden,Chicago,26,88,Illinois
2738,Andre,Iguodala,andigu,Philadelphia,33,14,Pennsylvania
2739,Luke,Jackson,lukjac,Los Angeles,25,0,California
2741,Robert,Swift,robswi,Seattle,34,50,Washington
2742,Sebastian,Telfair,sebtel,Portland,15,50,Oregon
2744,Al,Jefferson,aljef,Boston,37,56,Massachusetts
2745,Kirk,Snyder,kirsny,Houston,19,50,Texas
2746,Josh,Smith,jossmi,Atlanta,14,53,Georgia
2747,JR,Smith,jrsmi,New Orleans,39,56,Louisiana
2749,Jameer,Nelson,jamnel,Detroit,40,0,Michigan
2750,Pavel,Podkolzin,pavpod,Dallas,13,0,Texas
2751,Viktor,Khryapa,vikkhr,Chicago,21,0,Illinois
2752,Sergei,Monia,sermon,Sacramento,24,0,California
2753,Delonte,West,delwes,Cleveland,30,57,Ohio
2754,Tony,Allen,tonall,Memphis,31,38,Tennessee
2755,Kevin,Martin,kevmar,Houston,27,56,Texas
2757,Beno,Udrih,benudr,New York,15,71,New York
2758,David,Harrison,davhar,Indiana,17,67,Pennsylvania
2761,Jackson,Vroman,jacvro,New Orleans,16,50,Louisiana
2762,Peter,John,petjoh,Washington,22,0,District of Columbia
2763,Lionel,Chalmers,liocha,Los Angeles,32,0,California
2764,Donta,Smith,donsmi,Atlanta,15,100,Georgia
2766,Antonio,Burks,antbur,Memphis,40,43,Tennessee
2767,Royal,Ivey,royive,Milwaukee,35,46,Wisconsin
2768,Chris,Duhon,chrduh,Chicago,35,17,Illinois
2772,Trevor,Ariza,treari,Houston,24,29,Texas
2773,Tim,Pickett,timpic,New Orleans,24,0,Louisiana
2774,Bernard,Robinson,berrob,Charlotte,34,57,North Carolina
2775,Ha,Ha,haha,Portland,36,0,Oregon
2776,Pape,Sow,papsow,Toronto,39,0,Ohio
2777,Ricky,Minard,ricmin,Sacramento,17,29,California
2779,Vassilis,Spanoulis,vasspa,Houston,43,50,Texas
2781,Romain,Sato,romsat,San Antonio,14,25,Texas
2782,Matt,Freije,matfre,New Orleans,37,30,Louisiana
2787,Rashad,Wright,raswri,Indiana,38,33,Pennsylvania
2788,DJ,Mbenga,djmbe,New Orleans,22,60,Louisiana
2798,Horace,Jenkins,horjen,Detroit,23,0,Michigan
2800,Tony,Bobbitt,tonbob,Los Angeles,28,43,California
2802,David,Bluthenthal,davblu,Sacramento,14,0,California
2804,Andres,Nocioni,andnoc,Chicago,14,57,Illinois
2808,Nate,Johnson,natjoh,Los Angeles,13,0,California
2809,Gerald,Fitch,gerfit,Miami,40,29,Florida
2810,Andre,Brown,andbro,Memphis,17,38,Tennessee
2822,Rich,Melzer,ricmel,San Antonio,39,67,Texas
2823,John,Edwards,johedw,Atlanta,13,67,Georgia
2824,Desmon,Farmer,desfar,San Antonio,14,50,Texas
2825,Ibrahim,Kutluay,ibrkut,Seattle,13,33,Washington
2826,Nate,Williams,natwil,New Orleans,13,25,Louisiana
2827,Darius,Rice,darric,Cleveland,13,0,Ohio
2832,Neil,Yanke,neiyan,Los Angeles,31,0,California
2833,Nigel,Dixon,nigdix,Denver,43,0,Colorado
2835,David,Hawkins,davhaw,Houston,32,0,Texas
2839,James,Thomas,jamtho,Portland,28,100,Oregon
2841,Steven,Barber,stebar,New York,17,33,New York
2845,Erik,Daniels,eridan,Sacramento,44,0,California
2847,Adam,Parada,adapar,Sacramento,43,0,California
2849,Tony,Bland,tonbla,Sacramento,21,0,California
2850,Anwar,Ferguson,anwfer,Sacramento,24,0,California
2852,Awvee,Storey,awvsto,Washington,13,0,District of Columbia
2853,Earl,Barron,earbar,Phoenix,27,100,Arizona
2854,Ajani,Williams,ajawil,Atlanta,29,0,Georgia
2855,Marque,Perry,marper,San Antonio,27,25,Texas
2857,Andre,Barrett,andbar,New York,30,0,New York
2859,Jerry,Dupree,jerdup,Los Angeles,28,0,California
2863,Damien,Wilkins,damwil,Oklahoma City,40,25,Oklahoma
2865,Arthur,Johnson,artjoh,Denver,23,69,Colorado
2866,Jackie,Butler,jacbut,New York,25,33,New York
2867,Kasib,Powell,kaspow,Miami,34,20,Florida
2876,Jared,Reiner,jarrei,Chicago,22,0,Illinois
2891,Mark,Jones,marjon,Orlando,35,50,Florida
100686,Michaela,Pavlickova,micpav,Cleveland,44,31,Ohio
100729,Michelle,Snow,micsno,Cleveland,31,100,Ohio
101106,Andrew,Bogut,andbog,Milwaukee,37,46,Wisconsin
101107,Marvin,Williams,marwil,Atlanta,23,38,Georgia
101110,Martell,Webster,marweb,Portland,15,69,Oregon
101111,Charlie,Villanueva,chavil,Milwaukee,39,50,Wisconsin
101112,Channing,Frye,chafry,Phoenix,28,43,Arizona
101113,Ike,Diogu,ikedio,Indiana,16,75,Pennsylvania
101114,Deron,Williams,derwil,Brooklyn,23,31,New York
101115,Andrew,Bynum,andbyn,Los Angeles,36,69,California
101117,Yaroslav,Korolev,yarkor,Los Angeles,35,38,California
101118,Sean,May,seamay,Charlotte,41,80,North Carolina
101120,Antoine,Wright,antwri,Dallas,33,40,Texas
101121,Joey,Graham,joegra,Toronto,32,75,Ohio
101122,Danny,Granger,dangra,Miami,35,70,Florida
101123,Gerald,Green,gergre,Boston,23,55,Massachusetts
101124,Hakim,Warrick,hakwar,Phoenix,22,100,Arizona
101126,Nate,Robinson,natrob,New York,15,53,New York
101128,Francisco,Garcia,fragar,Houston,27,56,Texas
101129,Luther,Head,luthea,Indiana,26,60,Pennsylvania
101131,Jason,Maxiell,jasmax,Detroit,39,60,Michigan
101132,Linas,Kleiza,linkle,Denver,25,29,Colorado
101133,Ian,Mahinmi,ianmah,Indiana,40,56,Pennsylvania
101134,Wayne,Simien,waysim,Miami,16,50,Florida
101135,David,Lee,davlee,New York,14,60,New York
101136,Salim,Stoudamire,salsto,Atlanta,14,0,Georgia
101137,Daniel,Ewing,danewi,Los Angeles,29,50,California
101138,Brandon,Bass,brabas,Boston,25,38,Massachusetts
101139,CJ,Miles,cjmil,Indiana,13,28,Pennsylvania
101141,Ersan,Ilyasova,ersily,Atlanta,43,60,Georgia
101142,Ronny,Turiaf,rontur,Los Angeles,25,67,California
101143,Travis,Diener,tradie,Indiana,13,50,Pennsylvania
101144,Von,Wafer,vonwaf,Los Angeles,37,100,California
101145,Monta,Ellis,monell,Indiana,31,0,Pennsylvania
101146,Roko,Ukic,rokuki,Toronto,25,29,Ohio
101149,Martynas,Andriuskevicius,marand,Chicago,42,0,Illinois
101150,Lou,Williams,louwil,Philadelphia,19,31,Pennsylvania
101154,Andray,Blatche,andbla,Washington,32,42,District of Columbia
101158,Orien,Greene,origre,Boston,20,50,Massachusetts
101159,Dijon,Thompson,dijtho,Phoenix,18,0,Arizona
101160,Lawrence,Roberts,lawrob,Memphis,40,100,Tennessee
101161,Amir,Johnson,amijoh,Toronto,30,100,Ohio
101162,Marcin,Gortat,margor,Phoenix,28,62,Arizona
101165,Alex,Acker,aleack,Los Angeles,26,67,California
101166,Uros,Slokar,uroslo,Toronto,33,70,Ohio
101177,Fabricio,Oberto,fabobe,San Antonio,15,29,Texas
101179,Ronnie,Price,ronpri,Sacramento,35,17,California
101180,Sarunas,Jasikevicius,sarjas,Indiana,36,17,Pennsylvania
101181,Jose,Calderon,joscal,New York,41,78,New York
101182,Donell,Taylor,dontay,Washington,40,0,District of Columbia
101183,Shavlik,Randolph,sharan,Philadelphia,36,38,Pennsylvania
101184,Deng,Gai,dengai,Philadelphia,25,0,Pennsylvania
101185,Rawle,Marshall,rawmar,Dallas,22,50,Texas
101186,Lucas,Tischer,luctis,Phoenix,17,0,Arizona
101187,Alan,Anderson,alaand,Toronto,43,20,Ohio
101188,Eddie,Basden,eddbas,Chicago,18,0,Illinois
101189,James,Singleton,jamsin,Dallas,17,22,Texas
101190,Matt,Walsh,matwal,Miami,19,20,Florida
101194,Anthony,Roberson,antrob,New York,21,100,New York
101195,Luke,Schenscher,luksch,Chicago,24,0,Illinois
101198,Will,Bynum,wilbyn,Detroit,33,17,Michigan
101207,Kevin,Burleson,kevbur,Charlotte,15,50,North Carolina
101209,Devin,Green,devgre,Los Angeles,13,0,California
101211,Stephen,Graham,stegra,San Antonio,17,67,Texas
101212,Esteban,Batista,estbat,Atlanta,17,60,Georgia
101213,Sharrod,Ford,shafor,Phoenix,36,100,Arizona
101214,Jawad,Williams,jawwil,Cleveland,26,29,Ohio
101215,Will,Conroy,wilcon,Los Angeles,19,0,California
101216,Marcus,Campbell,marcam,Charlotte,37,0,North Carolina
101217,D'or,Fischer,d'ofis,Charlotte,41,22,North Carolina
101219,Anthony,Grundy,antgru,Atlanta,35,0,Georgia
101224,Deji,Akindele,dejaki,Charlotte,42,0,North Carolina
101226,Matt,Nelson,matnel,Charlotte,42,0,North Carolina
101227,Kennedy,Winston,kenwin,Memphis,25,100,Tennessee
101228,Kyle,Bailey,kylbai,San Antonio,20,0,Texas
101230,Noel,Felix,noefel,Seattle,21,100,Washington
101235,Kelenna,Azubuike,kelazu,Dallas,15,60,Texas
101236,Chuck,Hayes,chuhay,Toronto,39,100,Ohio
101238,Boniface,Ndong,bonndo,Los Angeles,28,50,California
101239,Otis,George,otigeo,New York,39,0,New York
101240,Kevin,Braswell,kevbra,Miami,38,40,Florida
101242,Jason,Capel,jascap,Charlotte,30,0,North Carolina
101243,Chris,Alexander,chrale,Oklahoma City,27,67,Oklahoma
101245,Filiberto,Rivera,filriv,Cleveland,21,50,Ohio
101247,Keith,Langford,keilan,San Antonio,31,62,Texas
101253,Olu,Famutimi,olufam,Philadelphia,27,50,Pennsylvania
101254,Herve,Lamizana,herlam,Philadelphia,42,0,Pennsylvania
101255,Steve,Castleberry,stecas,Philadelphia,20,0,Pennsylvania
101256,Anthony,Lever-Pedroza,antlev,Phoenix,40,0,Arizona
101257,Eric,Sandrin,erisan,Sacramento,19,33,California
101258,Corey,Williams,corwil,Toronto,37,33,Ohio
101259,Toree,Morris,tormor,Toronto,43,100,Ohio
101260,Bryant,Matthews,brymat,Toronto,14,71,Ohio
200081,Jamario,Moon,jammoo,Toronto,43,53,Ohio
200390,Cheyne,Gadson,chegad,Dallas,33,0,Texas
200510,Charles,Gaines,chagai,San Antonio,27,50,Texas
200517,Joe,Shipp,joeshi,Charlotte,23,0,North Carolina
200555,TJ,Cummings,tjcum,Milwaukee,42,33,Wisconsin
200557,Chet,Mason,chemas,Cleveland,39,0,Ohio
200575,Romel,Beck,rombec,Houston,17,0,Texas
200583,Brandon,Robinson,brarob,Sacramento,19,50,California
200745,Andrea,Bargnani,andbar,Toronto,21,48,Ohio
200746,LaMarcus,Aldridge,lamald,San Antonio,30,47,Texas
200747,Adam,Morrison,adamor,Portland,40,67,Oregon
200748,Tyrus,Thomas,tyrtho,Charlotte,24,43,North Carolina
200749,Shelden,Williams,shewil,Atlanta,37,38,Georgia
200750,Brandon,Roy,braroy,Portland,16,67,Oregon
200751,Randy,Foye,ranfoy,Denver,32,25,Colorado
200752,Rudy,Gay,rudgay,San Antonio,33,42,Texas
200753,Patrick,O'Bryant,pato'b,Toronto,41,60,Ohio
200754,Mouhamed,Sene,mousen,Seattle,18,67,Washington
200756,Hilton,Armstrong,hilarm,Indiana,32,0,Pennsylvania
200757,Thabo,Sefolosha,thasef,Houston,19,100,Texas
200759,Cedric,Simmons,cedsim,Chicago,29,33,Illinois
200762,Oleksiy,Pecherov,olepec,Washington,43,60,District of Columbia
200763,Quincy,Douby,quidou,Sacramento,34,25,California
200764,Renaldo,Balkman,renbal,New York,26,50,New York
200765,Rajon,Rondo,rajron,Dallas,13,22,Texas
200768,Kyle,Lowry,kyllow,Houston,29,14,Texas
200769,Shannon,Brown,shabro,New York,35,23,New York
200770,Jordan,Farmar,jorfar,Los Angeles,31,60,California
200771,Sergio,Rodriguez,serrod,Portland,25,46,Oregon
200772,Maurice,Ager,mauage,Dallas,16,0,Texas
200776,Mardy,Collins,marcol,Los Angeles,13,25,California
200777,Joel,Freeland,joefre,Portland,19,100,Oregon
200778,James,White,jamwhi,New York,42,25,New York
200779,Steve,Novak,stenov,Houston,29,0,Texas
200780,Solomon,Jones,soljon,Atlanta,40,0,Georgia
200781,Paul,Davis,paudav,Los Angeles,34,20,California
200782,P.J.,Tucker,p.jtuc,Phoenix,39,17,Arizona
200784,Bobby,Jones,bobjon,Miami,43,100,Florida
200786,David,Noel,davnoe,Milwaukee,13,17,Wisconsin
200787,Denham,Brown,denbro,Seattle,41,0,Washington
200788,James,Augustine,jamaug,Orlando,44,75,Florida
200789,Daniel,Gibson,dangib,Cleveland,19,75,Ohio
200790,Marcus,Vinicius,marvin,New Orleans,20,33,Louisiana
200792,Alexander,Johnson,alejoh,Memphis,30,43,Tennessee
200794,Paul,Millsap,paumil,Atlanta,41,45,Georgia
200796,Leon,Powe,leopow,Boston,38,33,Massachusetts
200797,Ryan,Hollins,ryahol,Charlotte,22,100,North Carolina
200798,Cheikh,Samb,chesam,Detroit,24,40,Michigan
200799,Guillermo,Diaz,guidia,Los Angeles,28,0,California
200805,JR,Pinnock,jrpin,Los Angeles,28,29,California
200806,Damir,Markota,dammar,Milwaukee,41,38,Wisconsin
200807,Will,Blalock,wilbla,Detroit,39,100,Michigan
200809,Chris,Quinn,chrqui,Miami,36,60,Florida
200810,Allan,Ray,allray,Boston,35,67,Massachusetts
200811,Lou,Amundson,louamu,New York,42,75,New York
200812,Daniel,Horton,danhor,Miami,21,25,Florida
200813,Vincent,Grier,vingri,Washington,34,0,District of Columbia
200814,Tarence,Kinsey,tarkin,Cleveland,25,67,Ohio
200815,Jamar,Smith,jamsmi,San Antonio,22,33,Texas
200816,Jorge,Garbajosa,jorgar,Toronto,25,36,Ohio
200817,Pooh,Jeter,poojet,Sacramento,23,0,California
200818,Justin,Williams,juswil,Sacramento,16,0,California
200819,Kevin,Pittsnogle,kevpit,Boston,43,0,Massachusetts
200821,Yakhouba,Diawara,yakdia,Miami,28,14,Florida
200822,Pops,Mensah-Bonsu,popmen,Houston,37,83,Texas
200823,Robert,Hite,robhit,Miami,35,33,Florida
200825,Matt,Haryasz,mathar,Houston,44,100,Texas
200826,J.J.,Barea,j.jbar,Dallas,16,47,Texas
200827,Darius,Washington,darwas,San Antonio,20,25,Texas
200828,Pat,Carroll,patcar,Dallas,24,40,Texas
200829,Ivan,McFarlin,ivamcf,Philadelphia,41,67,Pennsylvania
200830,Charles,Lee,chalee,San Antonio,28,25,Texas
200835,Walter,Herrmann,walher,Detroit,37,20,Michigan
200836,Akin,Akingbala,akiaki,Boston,25,100,Massachusetts
200837,Mike,Hall,mikhal,Washington,17,50,District of Columbia
200838,Kevinn,Pinkney,kevpin,Boston,19,30,Massachusetts
200840,Chris,McCray,chrmcc,Milwaukee,19,0,Wisconsin
200841,Cedric,Bozeman,cedboz,Atlanta,27,0,Georgia
200842,Rob,Griffin,robgri,Detroit,39,0,Michigan
200843,LaVell,Blanchard,lavbla,Toronto,20,20,Ohio
200844,Davin,White,davwhi,Phoenix,13,50,Arizona
200845,Dawan,Robinson,dawrob,Los Angeles,30,75,California
200846,Kenny,Adeleke,kenade,Seattle,22,0,Washington
200848,Steven,Smith,stesmi,Philadelphia,33,0,Pennsylvania
200849,Jackie,Manuel,jacman,Boston,21,0,Massachusetts
200852,Antoine,Hood,anthoo,Denver,27,20,Colorado
200853,Ondrej,Starosta,ondsta,Cleveland,23,0,Ohio
200857,Elton,Brown,eltbro,Los Angeles,43,0,California
200858,Milone,Clark,milcla,New York,18,20,New York
200859,Paul,Miller,paumil,New York,23,33,New York
200862,Scooter,McFadgon,scomcf,New Orleans,44,67,Louisiana
200894,Isma'il,Muhammad,ismmuh,Charlotte,18,0,North Carolina
200951,Chris,Ellis,chrell,Portland,18,0,Oregon
200962,Justin,Williams,juswil,Charlotte,19,50,North Carolina
200971,Dontell,Jefferson,donjef,Charlotte,30,50,North Carolina
200978,Jeremy,Richardson,jerric,Atlanta,29,0,Georgia
200984,Lance,Allred,lanall,Indiana,20,0,Pennsylvania
201001,Andre,Patterson,andpat,Los Angeles,41,0,California
201005,Andre,Brown,andbro,Charlotte,16,0,North Carolina
201015,Antywane,Robinson,antrob,Atlanta,24,50,Georgia
201041,Walker,Russell,walrus,Detroit,41,0,Michigan
201043,Randolph,Morris,ranmor,Atlanta,22,75,Georgia
201141,Greg,Oden,greode,Portland,44,80,Oregon
201142,Kevin,Durant,kevdur,Oklahoma City,32,28,Oklahoma
201143,Al,Horford,alhor,Atlanta,35,38,Georgia
201144,Mike,Conley,mikcon,Memphis,43,53,Tennessee
201145,Jeff,Green,jefgre,Denver,16,40,Colorado
201146,Yi,Jianlian,yijia,Milwaukee,42,67,Wisconsin
201147,Corey,Brewer,corbre,Denver,18,54,Colorado
201148,Brandan,Wright,brawri,Phoenix,21,38,Arizona
201149,Joakim,Noah,joanoa,Chicago,35,38,Illinois
201150,Spencer,Hawes,spehaw,Sacramento,43,33,California
201151,Acie,Law,acilaw,Atlanta,42,60,Georgia
201152,Thaddeus,Young,thayou,Indiana,38,69,Pennsylvania
201153,Julian,Wright,julwri,Toronto,17,100,Ohio
201154,Al,Thornton,altho,Los Angeles,15,40,California
201155,Rodney,Stuckey,rodstu,Detroit,38,43,Michigan
201156,Nick,Young,nicyou,Washington,28,18,District of Columbia
201158,Marco,Belinelli,marbel,New Orleans,27,29,Louisiana
201159,Javaris,Crittenton,javcri,Washington,33,25,District of Columbia
201160,Jason,Smith,jassmi,New Orleans,30,44,Louisiana
201161,Daequan,Cook,daecoo,Miami,16,27,Florida
201162,Jared,Dudley,jardud,Milwaukee,16,100,Wisconsin
201163,Wilson,Chandler,wilcha,New York,16,40,New York
201164,Rudy,Fernandez,rudfer,Portland,15,55,Oregon
201166,Aaron,Brooks,aarbro,Houston,26,40,Texas
201167,Arron,Afflalo,arraff,Portland,16,41,Oregon
201168,Tiago,Splitter,tiaspl,San Antonio,38,100,Texas
201169,Alando,Tucker,alatuc,Phoenix,28,50,Arizona
201172,Gabe,Pruitt,gabpru,Boston,31,50,Massachusetts
201173,Marcus,Williams,marwil,Denver,27,40,Colorado
201174,Nick,Fazekas,nicfaz,Dallas,16,50,Texas
201175,Glen,Davis,gledav,Boston,17,67,Massachusetts
201176,Jermareo,Davidson,jerdav,Charlotte,44,100,North Carolina
201177,Josh,McRoberts,josmcr,Indiana,13,43,Pennsylvania
201180,Sun,Sun,sunsun,Los Angeles,17,0,California
201182,Derrick,Byars,derbya,San Antonio,30,50,Texas
201183,Adam,Haluska,adahal,Dallas,42,0,Texas
201184,Reyshawn,Terry,reyter,Dallas,36,100,Texas
201185,Jared,Jordan,jarjor,New York,36,50,New York
201186,Stephane,Lasme,stelas,Miami,30,50,Florida
201188,Marc,Gasol,margas,Memphis,28,38,Tennessee
201189,Aaron,Gray,aargra,Sacramento,35,38,California
201191,JamesOn,Curry,jamcur,Los Angeles,19,100,California
201192,Taurean,Green,taugre,Portland,31,100,Oregon
201193,Demetris,Nichols,demnic,Chicago,16,33,Illinois
201195,Herbert,Hill,herhil,Philadelphia,31,33,Pennsylvania
201196,Ramon,Sessions,ramses,Milwaukee,44,71,Wisconsin
201197,Sammy,Mejia,sammej,Detroit,16,25,Michigan
201199,DJ,Strawberry,djstr,Phoenix,22,50,Arizona
201201,Marcus,Slaughter,marsla,Miami,20,33,Florida
201202,Joel,Anthony,joeant,Detroit,34,67,Michigan
201203,Mustafa,Shakur,mussha,New Orleans,36,25,Louisiana
201204,Brandon,Wallace,brawal,Boston,26,0,Massachusetts
201208,Darryl,Watkins,darwat,Sacramento,16,67,California
201213,Larry,Turner,lartur,Los Angeles,16,100,California
201225,Carlos,Powell,carpow,Phoenix,26,33,Arizona
201226,Kevin,Kruger,kevkru,Milwaukee,19,0,Wisconsin
201227,Torrell,Martin,tormar,Orlando,40,100,Florida
201230,Doug,Thomas,doutho,San Antonio,44,0,Texas
201231,Nik,Caner-Medley,nikcan,Sacramento,35,100,California
201232,Jared,Newson,jarnew,Dallas,33,50,Texas
201234,Trey,Johnson,trejoh,Sacramento,30,40,California
201235,Courtney,Sims,cousim,Indiana,22,0,Pennsylvania
201236,Lukasz,Obrzut,lukobr,Indiana,17,0,Pennsylvania
201237,Brent,Petway,brepet,Memphis,14,100,Tennessee
201238,Mario,West,marwes,Atlanta,37,75,Georgia
201239,Rashid,Byrd,rasbyr,Sacramento,26,0,California
201240,Brad,Stricker,brastr,Denver,21,0,Colorado
201242,Thomas,Gardner,thogar,Atlanta,43,67,Georgia
201243,Jared,Homan,jarhom,Chicago,33,0,Illinois
201248,Anthony,Richardson,antric,New Orleans,36,0,Louisiana
201249,Jamaal,Tatum,jamtat,Portland,38,0,Oregon
201251,Jamon,Lucas,jamluc,Washington,17,0,District of Columbia
201252,Willie,Deane,wildea,Washington,25,0,District of Columbia
201266,Brian,Hamilton,briham,Detroit,26,0,Michigan
201274,Ivan,Johnson,ivajoh,Atlanta,33,80,Georgia
201281,Andre,Ingram,anding,Los Angeles,36,22,California
201291,Carldell,Johnson,carjoh,New Orleans,38,0,Louisiana
201351,Ron,Howard,ronhow,Milwaukee,16,0,Wisconsin
201446,Mike,Taylor,miktay,Los Angeles,36,25,California
201564,O.J.,Mayo,o.jmay,Dallas,20,33,Texas
201565,Derrick,Rose,derros,Chicago,18,36,Illinois
201566,Russell,Westbrook,ruswes,Oklahoma City,23,55,Oklahoma
201569,Eric,Gordon,erigor,Houston,34,23,Texas
201570,Joe,Alexander,joeale,Chicago,40,0,Illinois
201571,D.J.,Augustin,d.jaug,Detroit,19,43,Michigan
201572,Brook,Lopez,brolop,Brooklyn,16,53,New York
201573,Jerryd,Bayless,jerbay,Portland,19,23,Oregon
201574,Jason,Thompson,jastho,Sacramento,25,38,California
201576,Anthony,Randolph,antran,Denver,36,40,Colorado
201577,Robin,Lopez,roblop,Washington,40,67,District of Columbia
201578,Marreese,Speights,marspe,Philadelphia,30,33,Pennsylvania
201579,Roy,Hibbert,royhib,Indiana,39,40,Pennsylvania
201580,JaVale,McGee,javmcg,Phoenix,34,100,Arizona
201581,JJ,Hickson,jjhic,Portland,20,67,Oregon
201582,Alexis,Ajinca,aleaji,New Orleans,28,75,Louisiana
201583,Ryan,Anderson,ryaand,Orlando,21,36,Florida
201584,Courtney,Lee,coulee,Houston,34,44,Texas
201585,Kosta,Koufos,koskou,Sacramento,20,70,California
201587,Nicolas,Batum,nicbat,Portland,19,80,Oregon
201588,George,Hill,geohil,Cleveland,32,55,Ohio
201589,Darrell,Arthur,darart,Memphis,32,38,Tennessee
201590,Donte,Greene,dongre,Sacramento,23,53,California
201591,DJ,White,djwhi,Oklahoma City,26,100,Oklahoma
201592,J.R.,Giddens,j.rgid,New York,23,100,New York
201594,Walter,Sharpe,walsha,Detroit,38,38,Michigan
201595,Joey,Dorsey,joedor,Sacramento,13,0,California
201596,Mario,Chalmers,marcha,Miami,37,31,Florida
201599,DeAndre,Jordan,deajor,Dallas,18,56,Texas
201600,Omer,Asik,omeasi,New Orleans,30,78,Louisiana
201601,Luc,Mbah,lucmba,Houston,22,38,Texas
201603,Sonny,Weems,sonwee,Toronto,23,46,Ohio
201604,Chris,Douglas-Roberts,chrdou,Charlotte,14,0,North Carolina
201606,Sean,Singletary,seasin,Charlotte,40,100,North Carolina
201607,Patrick,Ewing,patewi,New Orleans,28,0,Louisiana
201609,Goran,Dragic,gordra,Miami,25,64,Florida
201610,Trent,Plaisted,trepla,Los Angeles,21,0,California
201611,Henry,Walker,henwal,New York,43,20,New York
201612,Malik,Hairston,malhai,San Antonio,27,100,Texas
201616,Darnell,Jackson,darjac,Cleveland,40,50,Ohio
201619,Sasha,Kaun,saskau,Cleveland,42,50,Ohio
201620,James,Gist,jamgis,San Antonio,39,0,Texas
201621,Joe,Crawford,joecra,Los Angeles,16,0,California
201622,Deron,Washington,derwas,Detroit,43,100,Michigan
201623,Semih,Erden,semerd,Cleveland,31,50,Ohio
201624,David,Padgett,davpad,Miami,14,0,Florida
201628,Bobby,Brown,bobbro,New Orleans,34,50,Louisiana
201629,Othello,Hunter,othhun,Atlanta,28,50,Georgia
201631,Steven,Hill,stehil,Portland,13,0,Oregon
201632,Hamed,Haddadi,hamhad,Memphis,16,20,Tennessee
201635,Brandon,Heath,brahea,Los Angeles,33,33,California
201636,CJ,Giles,cjgil,Los Angeles,38,50,California
201641,Curtis,Sumpter,cursum,Los Angeles,15,50,California
201642,Taj,McCullough,tajmcc,Washington,34,67,District of Columbia
201643,Dan,Grunfeld,dangru,New York,24,0,New York
201644,Omar,Barlett,omabar,Miami,33,33,Florida
201645,Tre,Kelley,trekel,Oklahoma City,17,100,Oklahoma
201647,Marcus,Hubbard,marhub,Los Angeles,30,100,California
201648,Frank,Robinson,frarob,Atlanta,20,0,Georgia
201649,Vernon,Hamilton,verham,Detroit,41,0,Michigan
201650,JaJuan,Smith,jajsmi,Dallas,20,0,Texas
201651,James,Mays,jammay,Brooklyn,14,60,New York
201652,Charles,Rhodes,charho,Dallas,17,0,Texas
201653,Coleman,Collins,colcol,Phoenix,23,0,Arizona
201654,Kai,Zhang,kaizha,Sacramento,29,0,California
201776,David,Monds,davmon,Los Angeles,36,0,California
201781,Russell,Robinson,rusrob,Cleveland,44,27,Ohio
201785,Othyus,Jeffers,othjef,Washington,39,71,District of Columbia
201792,Moses,Ehambe,moseha,New Orleans,44,0,Louisiana
201802,Oliver,Lafayette,olilaf,Boston,30,50,Massachusetts
201814,Gary,Forbes,garfor,Denver,14,0,Colorado
201820,Josh,Davis,josdav,Memphis,37,67,Tennessee
201821,Trey,Gilder,tregil,Memphis,20,0,Tennessee
201831,Lanny,Smith,lansmi,Sacramento,16,0,California
201848,Longar,Longar,lonlon,Oklahoma City,23,0,Oklahoma
201858,Cartier,Martin,carmar,Atlanta,29,25,Georgia
201933,Blake,Griffin,blagri,Los Angeles,43,30,California
201934,Hasheem,Thabeet,hastha,Oklahoma City,24,83,Oklahoma
201935,James,Harden,jamhar,Houston,18,62,Texas
201936,Tyreke,Evans,tyreva,Sacramento,27,62,California
201941,Jordan,Hill,jorhil,Houston,32,75,Texas
201942,DeMar,DeRozan,demder,Toronto,32,25,Ohio
201943,Brandon,Jennings,brajen,Milwaukee,18,41,Wisconsin
201945,Gerald,Henderson,gerhen,Charlotte,17,46,North Carolina
201946,Tyler,Hansbrough,tylhan,Indiana,16,38,Pennsylvania
201947,Earl,Clark,earcla,Los Angeles,43,42,California
201948,Austin,Daye,ausday,San Antonio,17,57,Texas
201949,James,Johnson,jamjoh,Sacramento,38,25,California
201950,Jrue,Holiday,jruhol,Philadelphia,32,53,Pennsylvania
201951,Ty,Lawson,tylaw,Denver,20,29,Colorado
201952,Jeff,Teague,jeftea,Atlanta,23,35,Georgia
201953,Eric,Maynor,erimay,Oklahoma City,36,62,Oklahoma
201954,Darren,Collison,darcol,Indiana,44,56,Pennsylvania
201956,Omri,Casspi,omrcas,Houston,19,56,Texas
201957,Byron,Mullens,byrmul,Los Angeles,16,0,California
201958,Rodrigue,Beaubois,rodbea,Dallas,35,33,Texas
201960,DeMarre,Carroll,demcar,Brooklyn,33,38,New York
201961,Wayne,Ellington,wayell,Miami,28,0,Florida
201962,Toney,Douglas,tondou,New York,43,29,New York
201963,Christian,Eyenga,chreye,Cleveland,22,71,Ohio
201964,Victor,Claver,viccla,Portland,42,75,Oregon
201965,Jeff,Ayres,jefayr,San Antonio,44,100,Texas
